id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2017-1298211";"2017-09-22";"2";"Vente";"593490.0";"21";"B";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0068";"None";"None";"4";"248.59";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"248.0";"0.0";"None";"None";"None";"None";"nan";"2.316719";"48.901783";"0000U"
"2017-1297983";"2017-09-12";"1";"Vente";"256000.0";"15";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"1";"nan";"2";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"58.0";"3.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2017-1297984";"2017-09-12";"2";"Vente";"1000.0";"15";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"16";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"58.0";"3.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2017-1297971";"2017-09-07";"1";"Vente";"250980.0";"4";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0003";"None";"None";"3";"49.23";"33";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"2.313769";"48.903093";"0000U"
"2017-1297953";"2017-08-31";"1";"Vente";"523000.0";"8";"None";"RUE GEORGES SORET";"4140";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0007";"None";"None";"112";"88.72";"124";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"92.0";"4.0";"None";"None";"None";"None";"nan";"2.31431";"48.902902";"0000U"
"2017-1298052";"2017-08-29";"1";"Vente";"307000.0";"25";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0006";"None";"None";"48";"nan";"5";"48.02";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"2.31404";"48.903136";"0000U"
"2017-1298006";"2017-08-23";"1";"Vente";"400000.0";"28";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0056";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"74.0";"3.0";"None";"None";"None";"None";"nan";"2.315861";"48.901217";"0000U"
"2017-1298006";"2017-08-23";"1";"Vente";"400000.0";"28";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0056";"None";"None";"7";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"9.0";"1.0";"None";"None";"None";"None";"nan";"2.315861";"48.901217";"0000U"
"2017-1298006";"2017-08-23";"1";"Vente";"400000.0";"28";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0056";"None";"None";"5";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"45.0";"3.0";"None";"None";"None";"None";"nan";"2.315861";"48.901217";"0000U"
"2017-1298006";"2017-08-23";"1";"Vente";"400000.0";"28";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0056";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"21.0";"1.0";"None";"None";"None";"None";"nan";"2.315861";"48.901217";"0000U"
"2017-1298006";"2017-08-23";"1";"Vente";"400000.0";"28";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0056";"None";"None";"2";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"159.0";"0.0";"None";"None";"None";"None";"nan";"2.315861";"48.901217";"0000U"
"2017-1297893";"2017-08-22";"1";"Vente";"290350.0";"3";"None";"RUE GEORGES SORET";"4140";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0005";"None";"None";"25";"38.04";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"36.0";"2.0";"None";"None";"None";"None";"nan";"2.313865";"48.903048";"0000U"
"2017-1297856";"2017-08-09";"1";"Vente";"234300.0";"46";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0017";"None";"None";"16";"nan";"45";"34.62";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"35.0";"2.0";"None";"None";"None";"None";"nan";"2.314338";"48.902315";"0000U"
"2017-1297861";"2017-08-07";"1";"Vente";"106700.0";"44";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0042";"None";"None";"3";"19.53";"37";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.314619";"48.902088";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"75";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"76";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"79";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"80";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"77";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"8";"None";"RUE ACHILLE ADAM";"0020";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"74";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297457";"2017-07-21";"1";"Vente";"840000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"1";"348.56";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"70.0";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1297604";"2017-07-19";"1";"Vente";"178300.0";"28";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0056";"None";"None";"21";"34.32";"45";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"35.0";"2.0";"None";"None";"None";"None";"nan";"2.315861";"48.901217";"0000U"
"2017-1297606";"2017-07-07";"1";"Vente";"82000.0";"37";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0026";"None";"None";"15";"23.6";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"22.0";"1.0";"None";"None";"None";"None";"nan";"2.315027";"48.903198";"0000U"
"2017-1297307";"2017-06-28";"1";"Vente";"410000.0";"8";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0121";"None";"None";"25";"81.66";"4";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"77.0";"5.0";"None";"None";"None";"None";"nan";"2.318022";"48.903473";"0000U"
"2017-1297146";"2017-06-20";"1";"Vente";"250000.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"12";"44.65";"44";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"41.0";"2.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2017-1297146";"2017-06-20";"1";"Vente";"250000.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"70";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2017-1296625";"2017-05-23";"1";"Vente";"250000.0";"113";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0202";"None";"None";"11";"52.06";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"44.0";"3.0";"None";"None";"None";"None";"nan";"2.317056";"48.901858";"0000U"
"2017-1296627";"2017-05-17";"1";"Vente";"314000.0";"159";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0138";"None";"None";"14";"nan";"21";"nan";"45";"34.65";"46";"37.3";"None";"None";"4";"2";"Appartement";"77.0";"2.0";"None";"None";"None";"None";"nan";"2.320017";"48.903661";"0000U"
"2017-1296647";"2017-05-09";"1";"Vente";"110000.0";"24";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0092";"None";"None";"1";"20.03";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"18.0";"1.0";"None";"None";"None";"None";"nan";"2.315888";"48.903029";"0000U"
"2017-1296596";"2017-05-03";"1";"Vente";"425000.0";"50";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0011";"None";"None";"9";"79.5";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"4";"Local industriel. commercial ou assimilé";"66.0";"0.0";"None";"None";"None";"None";"nan";"2.313977";"48.902614";"0000U"
"2017-1296282";"2017-04-28";"1";"Vente";"105000.0";"30";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0095";"None";"None";"22";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.315526";"48.903257";"0000U"
"2017-1296377";"2017-04-28";"1";"Vente";"163000.0";"16";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0015";"None";"None";"30";"25.37";"61";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"25.0";"2.0";"None";"None";"None";"None";"nan";"2.314384";"48.902471";"0000U"
"2017-1296539";"2017-04-28";"1";"Vente";"153000.0";"16";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0015";"None";"None";"29";"25.2";"50";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"25.0";"2.0";"None";"None";"None";"None";"nan";"2.314384";"48.902471";"0000U"
"2017-1296446";"2017-04-26";"1";"Vente";"162000.0";"19";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0141";"None";"None";"114";"26.9";"150";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"25.0";"1.0";"None";"None";"None";"None";"nan";"2.314752";"48.902541";"0000U"
"2017-1296287";"2017-04-20";"1";"Vente";"180000.0";"159";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0138";"None";"None";"23";"nan";"36";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"75.0";"3.0";"None";"None";"None";"None";"nan";"2.320017";"48.903661";"0000U"
"2017-1296413";"2017-04-13";"1";"Vente";"95000.0";"17";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0019";"None";"None";"27";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"15.0";"2.0";"None";"None";"None";"None";"nan";"2.314631";"48.902481";"0000U"
"2017-1296237";"2017-04-07";"1";"Vente";"90000.0";"97";"None";"BD VICTOR HUGO";"9640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0057";"None";"None";"40";"13.73";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"13.0";"1.0";"None";"None";"None";"None";"nan";"2.3159";"48.901043";"0000U"
"2017-1296028";"2017-03-30";"1";"Vente";"170000.0";"8";"None";"RUE ACHILLE ADAM";"0020";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"18";"nan";"41";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"82.0";"4.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1296028";"2017-03-30";"1";"Vente";"170000.0";"8";"None";"RUE ACHILLE ADAM";"0020";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"72";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2017-1295999";"2017-03-20";"1";"Vente";"122000.0";"14";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0096";"None";"None";"26";"18.38";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315461";"48.90329";"0000U"
"2017-1296007";"2017-03-16";"1";"Vente";"149489.0";"19";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0141";"None";"None";"123";"22.17";"142";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"11.0";"1.0";"None";"None";"None";"None";"nan";"2.314752";"48.902541";"0000U"
"2017-1295708";"2017-02-24";"1";"Vente";"380000.0";"15";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0047";"None";"None";"21";"nan";"28";"71.8";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"70.0";"4.0";"None";"None";"None";"None";"nan";"2.315529";"48.901785";"0000U"
"2017-1295755";"2017-02-24";"1";"Vente";"66000.0";"19";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0020";"None";"None";"7";"24.0";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"23.0";"1.0";"None";"None";"None";"None";"nan";"2.314742";"48.902509";"0000U"
"2017-1295755";"2017-02-24";"1";"Vente";"66000.0";"19";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0020";"None";"None";"8";"26.0";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"28.0";"1.0";"None";"None";"None";"None";"nan";"2.314742";"48.902509";"0000U"
"2017-1295537";"2017-02-21";"1";"Vente";"70000.0";"17";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0019";"None";"None";"9";"12.61";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"13.0";"1.0";"None";"None";"None";"None";"nan";"2.314631";"48.902481";"0000U"
"2017-1295642";"2017-02-14";"1";"Vente";"185000.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"15";"nan";"40";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"34.0";"1.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2017-1295642";"2017-02-14";"1";"Vente";"185000.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"71";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2017-1295610";"2017-02-13";"1";"Vente";"139000.0";"24";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0092";"None";"None";"14";"20.94";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"21.0";"1.0";"None";"None";"None";"None";"nan";"2.315888";"48.903029";"0000U"
"2017-1295557";"2017-02-03";"1";"Vente";"145000.0";"23";"None";"RUE MARIE ET PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0037";"None";"None";"16";"23.72";"18";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"25.0";"1.0";"None";"None";"None";"None";"nan";"2.315198";"48.90274";"0000U"
"2017-1295150";"2017-01-26";"1";"Vente";"127000.0";"20";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0013";"None";"None";"21";"28.49";"22";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"31.0";"2.0";"None";"None";"None";"None";"nan";"2.314669";"48.902628";"0000U"
"2017-1295355";"2017-01-25";"1";"Vente";"125000.0";"19";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0141";"None";"None";"119";"22.16";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"11.0";"1.0";"None";"None";"None";"None";"nan";"2.314752";"48.902541";"0000U"
"2017-1295243";"2017-01-17";"1";"Vente";"200000.0";"37";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0026";"None";"None";"8";"41.46";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"39.0";"2.0";"None";"None";"None";"None";"nan";"2.315027";"48.903198";"0000U"
"2017-1295191";"2017-01-16";"1";"Vente";"286000.0";"19";"None";"RUE MADAME DE STAEL";"6115";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0141";"None";"None";"117";"nan";"130";"nan";"141";"nan";"None";"nan";"None";"None";"3";"2";"Appartement";"47.0";"2.0";"None";"None";"None";"None";"nan";"2.314752";"48.902541";"0000U"
"2017-1295095";"2017-01-10";"1";"Vente";"126000.0";"17";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0019";"None";"None";"18";"28.49";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"13.0";"1.0";"None";"None";"None";"None";"nan";"2.314631";"48.902481";"0000U"
"2017-1295095";"2017-01-10";"1";"Vente";"126000.0";"17";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0019";"None";"None";"17";"28.49";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"18.0";"1.0";"None";"None";"None";"None";"nan";"2.314631";"48.902481";"0000U"
"2017-1295086";"2017-01-05";"1";"Vente";"325000.0";"4";"None";"RUE MADAME DE SANZILLON";"6110";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0003";"None";"None";"12";"58.84";"26";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"2.313769";"48.903093";"0000U"
"2016-1145521";"2016-12-01";"1";"Vente";"388000.0";"54";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0004";"None";"None";"12";"62.18";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"62.0";"3.0";"None";"None";"None";"None";"nan";"2.313679";"48.902937";"0000U"
"2016-1145439";"2016-11-16";"1";"Vente";"368655.0";"36";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0051";"None";"None";"28";"57.74";"47";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"60.0";"3.0";"None";"None";"None";"None";"nan";"2.31529";"48.901539";"0000U"
"2016-1145425";"2016-11-02";"1";"Vente";"170000.0";"34";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0052";"None";"None";"2";"nan";"23";"nan";"6";"nan";"None";"nan";"None";"None";"3";"2";"Appartement";"29.0";"2.0";"None";"None";"None";"None";"nan";"2.315537";"48.901327";"0000U"
"2016-1145214";"2016-10-27";"1";"Vente";"105850.0";"24";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0092";"None";"None";"19";"20.94";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"20.0";"1.0";"None";"None";"None";"None";"nan";"2.315888";"48.903029";"0000U"
"2016-1145044";"2016-10-21";"1";"Vente";"211000.0";"13";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0050";"None";"None";"18";"41.74";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"46.0";"2.0";"None";"None";"None";"None";"nan";"2.315448";"48.901649";"0000U"
"2016-1145176";"2016-10-17";"1";"Vente";"168500.0";"15";"None";"RUE HENRI POINCARE";"4430";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0012";"None";"None";"1";"34.77";"50";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"31.0";"1.0";"None";"None";"None";"None";"nan";"2.314257";"48.902774";"0000U"
"2016-1144937";"2016-10-12";"1";"Vente";"410000.0";"34";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0052";"None";"None";"15";"73.89";"20";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"49.0";"3.0";"None";"None";"None";"None";"nan";"2.315537";"48.901327";"0000U"
"2016-1144967";"2016-09-20";"1";"Vente";"112000.0";"37";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0026";"None";"None";"22";"17.6";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"18.0";"1.0";"None";"None";"None";"None";"nan";"2.315027";"48.903198";"0000U"
"2016-1144793";"2016-09-15";"1";"Vente";"121000.0";"48";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0016";"None";"None";"56";"19.83";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.314222";"48.902388";"0000U"
"2016-1144539";"2016-09-06";"1";"Vente";"210000.0";"34";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0052";"None";"None";"26";"nan";"9";"36.8";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"37.0";"2.0";"None";"None";"None";"None";"nan";"2.315537";"48.901327";"0000U"
"2016-1144803";"2016-09-02";"1";"Vente";"70000.0";"30";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0095";"None";"None";"26";"17.03";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.315526";"48.903257";"0000U"
"2016-1144373";"2016-08-11";"1";"Vente";"770000.0";"26";"None";"RUE MARTISSOT";"6135";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0062";"None";"None";"1";"nan";"3";"164.75";"4";"nan";"5";"nan";"6";"None";"5";"1";"Maison";"160.0";"6.0";"None";"None";"None";"None";"nan";"2.316172";"48.901521";"0000U"
"2016-1144302";"2016-08-11";"1";"Vente";"92500.0";"30";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0095";"None";"None";"14";"17.81";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.315526";"48.903257";"0000U"
"2016-1144429";"2016-08-10";"1";"Vente";"280000.0";"44";"None";"BD DU GENERAL LECLERC";"4122";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0042";"None";"None";"21";"nan";"38";"nan";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"50.0";"3.0";"None";"None";"None";"None";"nan";"2.314619";"48.902088";"0000U"
"2016-1144418";"2016-08-04";"1";"Vente";"290000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"103";"68.44";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2016-1144205";"2016-07-26";"1";"Vente";"397000.0";"11";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"110";"nan";"93";"75.89";"None";"nan";"None";"nan";"None";"None";"2";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2016-1144205";"2016-07-26";"1";"Vente";"397000.0";"8";"None";"RUE ACHILLE ADAM";"0020";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0073";"None";"None";"69";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.315926";"48.902091";"0000U"
"2016-1144153";"2016-07-21";"1";"Vente";"84000.0";"14";"B";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0087";"None";"None";"8";"11.6";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"15.0";"1.0";"None";"None";"None";"None";"nan";"2.316332";"48.902732";"0000U"
