id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2016-1143940";"2016-07-20";"1";"Vente";"148000.0";"6";"None";"RUE GEORGES BOISSEAU";"4130";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0122";"None";"None";"16";"31.72";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"32.0";"2.0";"None";"None";"None";"None";"nan";"2.318167";"48.903395";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"16";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4101";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"72.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4225";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"69.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4418";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"94.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4301";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"51.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4008";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4009";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"92.0";"5.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4220";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"79.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4309";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"54.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"16";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4108";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"74.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4221";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"84.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4428";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"81.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"20";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4213";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"18";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4132";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"71.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4234";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"85.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4326";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"62.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4323";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"59.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4219";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4007";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"92.0";"5.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"51";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4407";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"80.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4322";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"53.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"51";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4401";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"68.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"51";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4410";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"20";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4205";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4312";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"54.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4427";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"20";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4203";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4226";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4320";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"59.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"18";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4124";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4228";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"20";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4210";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4328";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4417";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"81.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"20";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4202";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"81.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4324";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"72.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4004";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"18";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4131";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"75.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4319";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"53.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4318";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"72.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4308";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"51.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4227";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"84.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4013";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"42.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4314";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"48.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4420";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"100.0";"5.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"20";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4207";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"51";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4413";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4307";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"76.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4415";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"81.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4321";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"72.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"51";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4412";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"81.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"22";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4222";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"18";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4130";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"87.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4426";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"94.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"51";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4411";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"38.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"16";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4118";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"56.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"53";"None";"RUE KLOCK";"5040";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4429";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"92.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4011";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"14";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4005";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"92.0";"5.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"16";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4115";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"81.0";"4.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"15";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4310";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"76.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"16";"None";"RUE PIERRE CURIE";"7165";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4112";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
"2016-1144112";"2016-07-12";"1";"Vente";"5868985.5";"13";"None";"RUE DE BELFORT";"0640";"92110";"92024";"Clichy";"92";"None";"None";"920240000U0208";"None";"None";"4327";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"None";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.315391";"48.902378";"0000U"
